fight_fighter,opponent,fight_result,kd,str,td,sub,event,event_date,method,round,time
Sean Sherk,Hermes Franca,win,0 1,35 6,16 0,2 3,UFC 73: Stacked,,U-DEC,5,5:00
Sean Sherk,Kenny Florian,win,0 0,60 23,8 0,1 4,UFC 64: Unstoppable,,U-DEC,5,5:00
Sean Sherk,Nick Diaz,win,0 0,39 57,2 1,0 3,UFC 59: Reality Check,"April. 15, 2006",U-DEC,3,5:00
Sean Sherk,Georges St-Pierre,loss,0 0,20 58,0 3,0 0,UFC 56: Full Force,"November. 19, 2005",KO/TKO Elbows,2,2:53
Sean Sherk,Ryuki Ueyama,win,0 0,23 2,5 0,1 1,PRIDE Bushido 2,"February. 15, 2004",U-DEC,2,5:00
Sean Sherk,Matt Hughes,loss,0 0,19 44,3 5,1 1,UFC 42: Sudden Impact,,U-DEC,5,5:00
Sean Sherk,Benji Radach,win,0 0,6 7,1 0,0 0,UFC 39: The Warriors Return,"September. 27, 2002",KO/TKO,1,4:16
Sean Sherk,Jutaro Nakao,win,0 0,21 4,7 0,0 0,UFC 36: Worlds Collide,"March. 22, 2002",U-DEC,3,5:00
Sean Sherk,Tiki Ghosn,win,0 0,12 1,4 0,0 0,UFC 30: Battle on the Boardwalk,"February. 23, 2001",SUB Injury,2,4:47
Chase Sherman,Karl Williams,loss,0 0,54 70,0 1,0 0,UFC Fight Night: Rozenstruik vs. Almeida,"May. 13, 2023",U-DEC,3,5:00
Chase Sherman,Waldo Cortes Acosta,loss,0 0,66 147,1 0,0 0,UFC Fight Night: Nzechukwu vs. Cutelaba,"November. 19, 2022",U-DEC,3,5:00
Chase Sherman,Jared Vanderaa,win,1 0,137 109,0 0,0 0,UFC Fight Night: Dos Anjos vs. Fiziev,"July. 9, 2022",KO/TKO Punches,3,3:10
Chase Sherman,Alexandr Romanov,loss,0 0,0 8,0 3,0 1,UFC Fight Night: Font vs. Vera,"April. 30, 2022",SUB Keylock,1,2:11
Chase Sherman,Jake Collier,loss,0 0,10 20,0 1,0 1,UFC Fight Night: Kattar vs. Chikadze,"January. 15, 2022",SUB Rear Naked Choke,1,2:26
Chase Sherman,Parker Porter,loss,0 0,117 149,0 1,0 0,UFC Fight Night: Cannonier vs. Gastelum,"August. 21, 2021",U-DEC,3,5:00
Chase Sherman,Andrei Arlovski,loss,0 0,88 105,0 0,0 0,UFC Fight Night: Whittaker vs. Gastelum,"April. 17, 2021",U-DEC,3,5:00
Chase Sherman,Ike Villanueva,win,1 0,51 16,0 0,0 0,UFC Fight Night: Smith vs. Teixeira,"May. 13, 2020",KO/TKO Elbow,2,0:49
Chase Sherman,Augusto Sakai,loss,0 0,79 111,0 1,0 0,UFC Fight Night: Marreta vs. Anders,"September. 22, 2018",KO/TKO Punches,3,4:03
Chase Sherman,Justin Willis,loss,0 1,69 76,0 1,0 0,UFC Fight Night: Barboza vs. Lee,"April. 21, 2018",U-DEC,3,5:00
Chase Sherman,Shamil Abdurakhimov,loss,0 1,5 6,0 0,0 0,UFC Fight Night: Bisping vs. Gastelum,"November. 25, 2017",KO/TKO Punches,1,1:24
Chase Sherman,Damian Grabowski,win,0 0,111 68,0 0,0 0,UFC Fight Night: Weidman vs. Gastelum,"July. 22, 2017",U-DEC,3,5:00
Chase Sherman,Rashad Coulter,win,1 0,103 36,0 0,0 0,UFC 211: Miocic vs. Dos Santos,"May. 13, 2017",KO/TKO Elbow,2,3:36
Chase Sherman,Walt Harris,loss,0 1,20 32,0 0,0 0,UFC Fight Night: Rodriguez vs. Penn,"January. 15, 2017",KO/TKO Knee,2,2:41
Chase Sherman,Justin Ledet,loss,0 0,59 113,0 0,0 0,UFC Fight Night: Rodriguez vs. Caceres,"August. 6, 2016",U-DEC,3,5:00
Valentina Shevchenko,Zhang Weili,win,0 0,41 32,5 0,0 0,UFC 322: Della Maddalena vs. Makhachev,,U-DEC,5,5:00
Valentina Shevchenko,Manon Fiorot,win,1 0,72 71,2 1,0 0,UFC 315: Muhammad vs. Della Maddalena,,U-DEC,5,5:00
Valentina Shevchenko,Alexa Grasso,win,0 0,45 18,8 1,0 2,UFC 306: Riyadh Season Noche UFC,,U-DEC,5,5:00
Valentina Shevchenko,Alexa Grasso,draw,0 1,80 84,4 1,1 1,UFC Fight Night: Grasso vs. Shevchenko 2,,S-DEC,5,5:00
Valentina Shevchenko,Alexa Grasso,loss,0 0,87 59,4 0,0 1,UFC 285: Jones vs. Gane,,SUB Rear Naked Choke,4,4:34
Valentina Shevchenko,Taila Santos,win,0 0,77 55,3 3,1 3,UFC 275: Teixeira vs. Prochazka,,S-DEC,5,5:00
Valentina Shevchenko,Lauren Murphy,win,0 0,98 11,3 0,0 0,UFC 266: Volkanovski vs. Ortega,,KO/TKO Punches,4,4:00
Valentina Shevchenko,Jessica Andrade,win,0 0,32 10,7 0,1 0,UFC 261: Usman vs. Masvidal 2,,KO/TKO Elbows,2,3:19
Valentina Shevchenko,Jennifer Maia,win,0 0,62 36,5 1,0 0,UFC 255: Figueiredo vs. Perez,,U-DEC,5,5:00
Valentina Shevchenko,Katlyn Cerminara,win,0 0,40 17,3 0,0 0,UFC 247: Jones vs. Reyes,,KO/TKO Punches,3,1:03
Valentina Shevchenko,Liz Carmouche,win,0 0,42 18,1 0,0 0,UFC Fight Night: Shevchenko vs. Carmouche 2,,U-DEC,5,5:00
Valentina Shevchenko,Jessica Eye,win,1 0,8 2,2 0,1 0,UFC 238: Cejudo vs. Moraes,,KO/TKO Kick,2,0:26
Valentina Shevchenko,Joanna Jedrzejczyk,win,0 0,89 78,5 0,0 0,UFC 231: Holloway vs. Ortega,,U-DEC,5,5:00
Valentina Shevchenko,Priscila Cachoeira,win,0 0,95 2,2 0,2 0,UFC Fight Night: Machida vs. Anders,"February. 3, 2018",SUB Rear Naked Choke,2,4:25
Valentina Shevchenko,Amanda Nunes,loss,0 0,72 86,0 2,0 0,UFC 215: Nunes vs Shevchenko 2,,S-DEC,5,5:00
Valentina Shevchenko,Julianna Pena,win,0 0,13 27,2 1,1 0,UFC on FOX: Shevchenko vs. Pena,"January. 28, 2017",SUB Armbar,2,4:29
Valentina Shevchenko,Holly Holm,win,0 0,87 54,3 0,0 0,UFC on FOX: Holm vs. Shevchenko,"July. 23, 2016",U-DEC,5,5:00
Valentina Shevchenko,Amanda Nunes,loss,0 0,28 39,1 2,0 2,UFC 196: McGregor vs Diaz,"March. 5, 2016",U-DEC,3,5:00
Valentina Shevchenko,Sarah Kaufman,win,0 0,32 27,4 1,0 0,UFC on FOX: Dos Anjos vs. Cowboy 2,"December. 19, 2015",S-DEC,3,5:00
Antonina Shevchenko,Cortney Casey,win,0 0,55 33,0 2,0 0,UFC Fight Night: Dos Anjos vs. Fiziev,"July. 9, 2022",S-DEC,3,5:00
Antonina Shevchenko,Casey O'Neill,loss,0 0,40 52,0 3,0 0,UFC Fight Night: Santos vs. Walker,"October. 2, 2021",KO/TKO Punches,2,4:47
Antonina Shevchenko,Andrea Lee,loss,0 0,23 45,0 3,0 3,UFC 262: Oliveira vs. Chandler,"May. 15, 2021",SUB Triangle Armbar,2,4:52
Antonina Shevchenko,Ariane da Silva,win,0 0,39 15,1 0,0 0,UFC 255: Figueiredo vs. Perez,"November. 21, 2020",KO/TKO Punches,2,4:33
Antonina Shevchenko,Katlyn Cerminara,loss,0 0,25 73,0 3,0 4,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020",U-DEC,3,5:00
Antonina Shevchenko,Lucie Pudilova,win,0 0,16 6,0 1,3 0,UFC Fight Night: Covington vs. Lawler,"August. 3, 2019",SUB Rear Naked Choke,2,1:20
Antonina Shevchenko,Roxanne Modafferi,loss,0 0,64 33,0 5,0 0,UFC Fight Night: Overeem vs. Oleinik,"April. 20, 2019",S-DEC,3,5:00
Antonina Shevchenko,Ji Yeon Kim,win,0 0,66 33,2 0,0 0,The Ultimate Fighter: Heavy Hitters Finale,"November. 30, 2018",U-DEC,3,5:00
Antonina Shevchenko,Jaimelene Nievera,win,0 0,73 14,0 1,0 0,DWCS 2.3,"June. 26, 2018",KO/TKO Knees,2,3:22
Shi Ming,Bruna Brasil,loss,0 0,32 31,2 1,0 1,Road to UFC 4.5 + 4.6,"August. 22, 2025",U-DEC,3,5:00
Shi Ming,Feng Xiaocan,win,1 0,30 48,1 0,0 0,UFC Fight Night: Yan vs. Figueiredo,,KO/TKO Kick,3,0:46
Shi Ming,Dong Huaxiang,win,0 0,74 57,0 4,0 0,Road to UFC 3.5 + 3.6,"August. 23, 2024",S-DEC,3,5:00
Shi Ming,YeDam Seo,win,1 0,38 27,0 1,0 0,Road to UFC 3.1 + 3.2,"May. 18, 2024",U-DEC,3,5:00
Katsuyori Shibata,Hiroshi Izumi,loss,0 0,46 32,0 1,0 0,Dynamite!! 2009,"December. 31, 2009",U-DEC,3,5:00
Katsuyori Shibata,Tokimitsu Ishizawa,win,1 0,30 15,0 0,0 0,DREAM 12,"October. 25, 2009",KO/TKO Punch,1,4:52
Katsuyori Shibata,Ikuhisa Minowa,win,0 0,23 7,2 2,2 1,DREAM 8: Welterweight Grand Prix 2009 1st Round,"April. 5, 2009",U-DEC,2,5:00
Katsuyori Shibata,Hayato Sakurai,loss,0 0,8 30,0 1,0 0,Dynamite!! 2008,"December. 31, 2008",KO/TKO Punches,1,7:01
Katsuyori Shibata,Yoshihiro Akiyama,loss,0 0,10 8,0 1,0 1,DREAM 5: Lightweight Grand Prix 2008 Final Round,"July. 21, 2008",SUB Gi Choke,1,6:34
Katsuyori Shibata,Jason Miller,loss,0 0,4 42,0 1,1 0,DREAM 3: Lightweight Grand Prix 2008 2nd Round,"May. 11, 2008",KO/TKO Punches,1,6:57
Katsuyori Shibata,Kazushi Sakuraba,loss,0 0,6 14,0 1,0 2,K-1 Hero's 10,"September. 17, 2007",SUB Armbar,1,6:20
Jake Shields,Hector Lombard,loss,0 0,4 27,0 5,1 0,UFC 171: Hendricks vs Lawler,"March. 15, 2014",U-DEC,3,5:00
Jake Shields,Demian Maia,win,0 0,35 24,1 3,0 0,UFC Fight Night: Maia vs Shields,"October. 9, 2013",S-DEC,5,5:00
Jake Shields,Tyron Woodley,win,0 0,82 60,0 0,0 0,UFC 161: Evans vs Henderson,"June. 15, 2013",S-DEC,3,5:00
Jake Shields,Ed Herman,nc,0 0,33 21,3 1,0 0,UFC 150: Henderson vs Edgar II,"August. 11, 2012",Overturned,3,5:00
Jake Shields,Yoshihiro Akiyama,win,0 0,91 33,2 2,0 0,UFC 144: Edgar vs Henderson,"February. 25, 2012",U-DEC,3,5:00
Jake Shields,Jake Ellenberger,loss,0 1,1 9,0 0,0 0,UFC Fight Night: Shields vs Ellenberger,"September. 17, 2011",KO/TKO Knee,1,0:53
Jake Shields,Georges St-Pierre,loss,0 0,78 85,0 2,0 0,UFC 129: St-Pierre vs Shields,,U-DEC,5,5:00
Jake Shields,Martin Kampmann,win,0 0,25 35,4 0,0 3,UFC 121: Lesnar vs Velasquez,"October. 23, 2010",S-DEC,3,5:00
Jake Shields,Dan Henderson,win,0 2,73 29,4 0,7 0,Strikeforce - Nashville,,U-DEC,5,5:00
Jake Shields,Jason Miller,win,0 0,10 23,9 3,2 2,Strikeforce - Fedor vs. Rogers,,U-DEC,5,5:00
Jake Shields,Robbie Lawler,win,0 0,17 4,0 0,1 0,Strikeforce - Lawler vs. Shields,"June. 6, 2009",SUB Guillotine Choke,1,2:02
Jake Shields,Paul Daley,win,0 0,21 17,3 0,1 0,EliteXC - Heat,"October. 4, 2008",SUB Armbar,2,3:47
Jake Shields,Nick Thompson,win,0 0,1 0,1 0,1 0,EliteXC - Unfinished Business,"July. 26, 2008",SUB Guillotine Choke,1,1:03
Jake Shields,Mike Pyle,win,0 0,2 4,3 0,1 1,EliteXC - Renegade,"November. 10, 2007",SUB Rear Naked Choke,1,3:39
Jake Shields,Renato Verissimo,win,0 0,29 5,1 1,0 0,EliteXC - Uprising,"September. 15, 2007",KO/TKO Punches,1,4:00
Jake Shields,Ido Pariente,win,0 0,6 0,1 0,1 0,K-1 Dynamite!! USA,"June. 2, 2007",SUB Rear Naked Choke,1,2:06
Jake Shields,Ray Steinbeiss,win,0 0,0 0,1 0,1 0,BodogFight - Costa Rica 2/18,"February. 18, 2007",SUB Guillotine Choke,1,1:29
Jake Shields,Carlos Condit,win,0 0,30 27,5 0,1 0,ROTR 9,"April. 21, 2006",U-DEC,3,5:00
Jake Shields,Yushin Okami,win,0 0,23 22,2 1,0 0,ROTR 9,"April. 21, 2006",M-DEC,3,5:00
Jake Shields,Dave Menne,win,0 0,37 15,6 0,2 0,ROTR 8,"January. 20, 2006",U-DEC,3,5:00
Henrique Shiguemoto,Aliaskhab Khizriev,loss,0 0,3 5,0 1,0 1,DWCS 4.6,"September. 8, 2020",SUB Rear Naked Choke,1,0:50
Shunichi Shimizu,Kyung Ho Kang,loss,0 0,2 65,0 2,0 4,UFC Fight Night: Saffiedine vs Lim,"January. 4, 2014",SUB Arm Triangle,3,3:53
Wade Shipp,Jonathan Wiezorek,loss,0 0,20 10,0 1,0 0,UFC 47: It's On!,"April. 2, 2004",KO/TKO Punches,1,4:40
,,,,,,,,,,,
Yuya Shirai,Jason High,loss,0 1,1 4,0 0,0 2,DREAM 8: Welterweight Grand Prix 2009 1st Round,"April. 5, 2009",SUB Rear Naked Choke,1,0:59
Wes Shivers,Goldman Butler,win,-- --,-- --,-- --,-- --,Strikeforce Challengers 12,"November. 19, 2010",KO/TKO,1,2:15
,,,,,,,,,,,
Josh Shockley,Ivan Jorge,loss,0 0,22 25,0 3,0 1,UFC Fight Night: Bigfoot vs Mir,"February. 22, 2015",U-DEC,3,5:00
Josh Shockley,Jason Saggo,loss,0 0,6 10,0 2,1 0,UFC 174: Johnson vs Bagautinov,"June. 14, 2014",KO/TKO Punches,1,4:57
Josh Shockman,Cale Yarbrough,loss,-- --,-- --,-- --,-- --,Strikeforce - Nashville,"April. 17, 2010",KO/TKO,2,1:01
Josh Shockman,Jake O'Brien,loss,0 0,13 13,0 10,0 0,UFC 65: Bad Intentions,"November. 18, 2006",U-DEC,3,5:00
Akira Shoji,Gilbert Yvel,loss,0 0,1 11,1 0,2 2,PRIDE 34: Kamikaze,"April. 8, 2007",KO/TKO Punches,1,3:04
Akira Shoji,Dean Lister,loss,0 0,2 6,0 0,0 1,PRIDE Bushido 6,"April. 3, 2005",SUB Triangle Choke,1,3:13
Akira Shoji,Paulo Filho,loss,0 0,38 61,0 0,0 0,PRIDE Bushido 4,"July. 19, 2004",S-DEC,2,5:00
Akira Shoji,Tsuyoshi Tamakairiki,win,1 0,8 0,0 0,0 0,PRIDE Bushido 3,"May. 23, 2004",KO/TKO Punches,1,0:18
Akira Shoji,Murilo Rua,loss,0 1,0 9,1 0,0 1,PRIDE Shockwave 2003,"December. 31, 2003",KO/TKO Knee,1,2:24
Akira Shoji,Mauricio Rua,loss,0 1,4 22,2 0,1 0,PRIDE Bushido 1,"October. 5, 2003",KO/TKO Punches,1,3:47
Akira Shoji,Alex Stiebling,win,1 0,29 52,1 0,0 1,PRIDE 25: Body Blow,"March. 16, 2003",S-DEC,3,5:00
Akira Shoji,Paulo Filho,loss,0 0,2 11,0 0,0 1,PRIDE 22: Beasts from the East 2,"September. 29, 2002",SUB Armbar,1,2:48
Akira Shoji,Jeremy Horn,loss,0 0,10 14,4 0,0 0,PRIDE 18: Cold Fury 2,"December. 23, 2001",U-DEC,3,5:00
Akira Shoji,Semmy Schilt,loss,0 2,1 16,1 0,0 0,PRIDE 16: Beasts from the East,"September. 24, 2001",KO/TKO Punch,1,8:19
Akira Shoji,Dan Henderson,loss,1 1,16 82,1 2,0 1,PRIDE 14: Clash of the Titans,"May. 27, 2001",KO/TKO Knees,3,3:18
Akira Shoji,Ricardo Almeida,loss,0 0,10 24,3 2,0 0,PRIDE 12: Cold Fury,"December. 9, 2000",U-DEC,2,10:00
Akira Shoji,Herman Renting,win,0 0,2 0,2 0,1 0,PRIDE 11: Battle of the Rising Sun,"October. 31, 2000",SUB Armbar,1,3:48
Akira Shoji,John Renken,win,0 0,8 2,1 0,1 0,PRIDE 9: New Blood,"June. 4, 2000",SUB Armbar,1,6:44
Akira Shoji,Mark Coleman,loss,0 0,6 75,0 3,0 0,PRIDE Grand Prix 2000 Finals,"May. 1, 2000",U-DEC,1,15:00
Akira Shoji,Ebenezer Fontes Braga,win,0 0,9 17,2 0,0 0,PRIDE Grand Prix 2000 Opening Round,"January. 30, 2000",U-DEC,1,15:00
Akira Shoji,Larry Parker,win,0 0,19 5,4 2,0 0,PRIDE 7,"September. 12, 1999",U-DEC,3,5:00
Akira Shoji,Guy Mezger,win,0 0,10 26,3 1,0 0,PRIDE 6,"July. 4, 1999",S-DEC,3,5:00
Akira Shoji,Igor Vovchanchyn,loss,0 0,10 27,0 1,0 0,PRIDE 5,"April. 29, 1999",U-DEC,2,10:00
Akira Shoji,Wallid Ismail,win,0 0,18 9,0 5,0 0,PRIDE 4,"October. 11, 1998",KO/TKO Punches,2,1:26
Akira Shoji,Daijiro Matsui,draw,0 0,43 15,3 1,0 0,PRIDE 3,"June. 24, 1998",Other,4,10:00
Akira Shoji,Juan Mott,win,0 0,9 2,1 0,1 0,PRIDE 2,"March. 5, 1998",SUB Rear Naked Choke,1,3:47
Akira Shoji,Renzo Gracie,draw,0 0,13 8,0 1,0 3,PRIDE 1,"October. 11, 1997",Other,3,10:00
Liudvik Sholinian,Johnny Munoz,loss,0 0,56 78,0 2,0 0,UFC Fight Night: Rodriguez vs. Lemos,"November. 5, 2022",U-DEC,3,5:00
Liudvik Sholinian,Jack Shore,loss,0 0,19 92,0 2,0 1,UFC Fight Night: Brunson vs. Till,"September. 4, 2021",U-DEC,3,5:00
Jack Shore,Youssef Zalal,loss,0 1,8 13,2 1,0 1,UFC Fight Night: Moreno vs. Albazi,"November. 2, 2024",SUB Arm Triangle,2,0:59
Jack Shore,Joanderson Brito,loss,0 0,24 30,0 1,0 0,UFC 301: Pantoja vs. Erceg,"May. 4, 2024",KO/TKO,2,3:35
Jack Shore,Makwan Amirkhani,win,0 0,28 10,1 1,1 0,UFC 286: Edwards vs. Usman 3,"March. 18, 2023",SUB Rear Naked Choke,2,4:27
Jack Shore,Ricky Simon,loss,0 1,19 25,0 2,0 1,UFC Fight Night: Ortega vs. Rodriguez,"July. 16, 2022",SUB Arm Triangle,2,3:28
Jack Shore,Timur Valiev,win,2 0,70 72,3 2,0 1,UFC Fight Night: Volkov vs. Aspinall,"March. 19, 2022",U-DEC,3,5:00
Jack Shore,Liudvik Sholinian,win,0 0,92 19,2 0,1 0,UFC Fight Night: Brunson vs. Till,"September. 4, 2021",U-DEC,3,5:00
Jack Shore,Hunter Azure,win,0 0,36 45,6 0,0 1,UFC Fight Night: Vettori vs. Holland,"April. 10, 2021",S-DEC,3,5:00
Jack Shore,Aaron Phillips,win,0 0,29 6,3 0,1 0,UFC Fight Night: Kattar vs. Ige,"July. 15, 2020",SUB Rear Naked Choke,2,2:29
Jack Shore,Nohelin Hernandez,win,0 0,46 6,4 0,1 0,UFC Fight Night: Hermansson vs. Cannonier,"September. 28, 2019",SUB Rear Naked Choke,3,2:51
Landon Showalter,George Stork,win,-- --,-- --,-- --,-- --,Strikeforce Challengers 2,"June. 19, 2009",U-DEC,3,5:00
,,,,,,,,,,,
Brandon Shuey,Philip Perez,loss,0 0,1 2,0 1,1 1,Strikeforce - Tank vs. Buentello,"October. 7, 2006",SUB Triangle Choke,1,1:28
Ronal Siahaan,Rei Tsuruya,loss,0 0,4 39,0 3,0 3,Road to UFC 2.1 + 2.2,"May. 27, 2023",SUB Kimura,2,1:19
Sam Sicilia,Gavin Tucker,loss,0 0,10 55,0 1,0 0,UFC Fight Night: Lewis vs. Browne,"February. 19, 2017",U-DEC,3,5:00
Sam Sicilia,Gabriel Benitez,loss,0 1,19 39,0 0,0 1,UFC Fight Night: Poirier vs. Johnson,"September. 17, 2016",SUB Guillotine Choke,2,1:20
Sam Sicilia,Dooho Choi,loss,0 1,8 18,0 0,0 0,UFC Fight Night: Henderson vs Masvidal,"November. 28, 2015",KO/TKO Punch,1,1:33
Sam Sicilia,Yaotzin Meza,win,0 0,12 18,2 1,4 1,UFC Fight Night: Mir vs Duffee,"July. 15, 2015",U-DEC,3,5:00
Sam Sicilia,Akira Corassani,win,1 0,10 10,0 0,0 0,UFC on FOX: Gustafsson vs Johnson,"January. 24, 2015",KO/TKO Punch,1,3:26
Sam Sicilia,Katsunori Kikuno,loss,0 0,36 32,0 1,0 1,UFC Fight Night: Hunt vs Nelson,"September. 20, 2014",SUB Rear Naked Choke,2,1:38
Sam Sicilia,Aaron Phillips,win,0 0,37 18,5 0,1 1,UFC 173: Barao vs Dillashaw,"May. 24, 2014",U-DEC,3,5:00
Sam Sicilia,Cole Miller,loss,0 1,14 38,0 0,0 1,UFC Fight Night: Rockhold vs Philippou,"January. 15, 2014",SUB Rear Naked Choke,2,1:54
Sam Sicilia,Godofredo Pepey,win,0 0,11 3,1 0,0 0,UFC Fight Night: Belfort vs Henderson 2,"November. 9, 2013",KO/TKO Punches,1,1:42
Sam Sicilia,Maximo Blanco,loss,0 0,26 52,1 2,1 1,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"April. 13, 2013",U-DEC,3,5:00
Sam Sicilia,Rony Jason,loss,0 0,39 46,1 1,0 1,UFC 153: Silva vs Bonnar,"October. 13, 2012",KO/TKO Punch,2,4:16
Sam Sicilia,Cristiano Marcello,win,0 0,33 39,0 0,0 0,The Ultimate Fighter: Live Finale,"June. 1, 2012",KO/TKO Knee,2,2:53
Kiril Sidelnikov,Paul Buentello,loss,0 0,41 64,0 0,0 0,Affliction - Day of Reckoning,"January. 24, 2009",KO/TKO,3,4:18
Serhiy Sidey,Cameron Smotherman,win,0 0,55 58,5 0,1 0,UFC Fight Night: Sandhagen vs. Figueiredo,"May. 3, 2025",U-DEC,3,5:00
Serhiy Sidey,Garrett Armfield,win,0 0,68 71,0 4,3 1,UFC Fight Night: Moreno vs. Albazi,"November. 2, 2024",S-DEC,3,5:00
Serhiy Sidey,Ramon Taveras,loss,0 1,79 62,0 0,0 0,UFC 297: Strickland vs. Du Plessis,"January. 20, 2024",S-DEC,3,5:00
Serhiy Sidey,Ramon Taveras,win,1 0,11 11,0 0,0 0,DWCS 7.5,"September. 5, 2023",KO/TKO Punch,1,2:26
Steven Siler,Noad Lahat,loss,0 0,35 26,0 4,0 2,UFC on FOX: Lawler vs Brown,"July. 26, 2014",U-DEC,3,5:00
Steven Siler,Rony Jason,loss,0 1,11 3,0 0,0 0,UFC Fight Night: Shogun vs Henderson 2,"March. 23, 2014",KO/TKO Punch,1,1:17
Steven Siler,Dennis Bermudez,loss,0 0,23 44,0 6,3 4,UFC Fight Night: Fight for the Troops 3,"November. 6, 2013",U-DEC,3,5:00
Steven Siler,Mike Brown,win,1 0,6 3,0 0,0 0,UFC Fight Night: Shogun vs Sonnen,"August. 17, 2013",KO/TKO Punch,1,0:50
Steven Siler,Kurt Holobaugh,win,0 0,50 41,1 1,2 2,UFC 159: Jones vs Sonnen,"April. 27, 2013",U-DEC,3,5:00
Steven Siler,Darren Elkins,loss,0 0,15 44,0 6,1 6,UFC 154: St-Pierre vs Condit,"November. 17, 2012",U-DEC,3,5:00
Steven Siler,Joey Gambino,win,0 0,12 5,1 0,1 0,UFC on FX: Maynard vs Guida,"June. 22, 2012",SUB Guillotine Choke,1,2:47
Steven Siler,Cole Miller,win,0 0,81 72,1 1,1 0,UFC on FX: Alves vs Kampmann,"March. 2, 2012",U-DEC,3,5:00
Steven Siler,Josh Clopton,win,0 0,72 43,0 4,2 0,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"December. 3, 2011",U-DEC,3,5:00
Siala Siliga,Josh Barnett,loss,0 0,8 15,0 1,0 1,DREAM 13,"March. 22, 2010",SUB Kimura,1,4:41
Siala Siliga,Semmy Schilt,loss,0 0,3 5,1 0,0 1,Dynamite!! 2008,"December. 31, 2008",SUB Triangle Choke,1,5:31
,,,,,,,,,,,
Assuerio Silva,Cheick Kongo,loss,0 0,13 64,6 0,0 1,UFC 70: Nations Collide,"April. 21, 2007",M-DEC,3,5:00
Assuerio Silva,Brandon Vera,loss,0 0,9 8,1 0,0 1,UFC 60: Hughes vs Gracie,"May. 27, 2006",SUB Guillotine Choke,1,2:39
Assuerio Silva,Tim Sylvia,loss,0 0,36 85,0 0,0 0,UFC Fight Night 3,"January. 16, 2006",U-DEC,3,5:00
Assuerio Silva,Aleksander Emelianenko,loss,0 0,8 41,1 6,3 0,PRIDE Bushido 1,"October. 5, 2003",S-DEC,2,5:00
Assuerio Silva,Yoshihisa Yamamoto,win,1 0,6 3,0 0,0 0,PRIDE 16: Beasts from the East,"September. 24, 2001",KO/TKO Punch,1,0:11
Assuerio Silva,Valentijn Overeem,win,0 0,0 12,1 0,3 1,PRIDE 15: Raging Rumble,"July. 29, 2001",SUB Heel Hook,1,2:50
Anderson Silva,Uriah Hall,loss,0 2,53 60,0 0,0 0,UFC Fight Night: Hall vs. Silva,"October. 31, 2020",KO/TKO Punches,4,1:24
Anderson Silva,Jared Cannonier,loss,0 1,8 17,0 0,0 0,UFC 237: Namajunas vs. Andrade,"May. 11, 2019",KO/TKO Kick,1,4:47
Anderson Silva,Israel Adesanya,loss,0 0,31 65,0 0,0 0,UFC 234: Adesanya vs. Silva,"February. 9, 2019",U-DEC,3,5:00
Anderson Silva,Derek Brunson,win,0 0,43 54,0 2,0 0,UFC 208: Holm vs. De Randamie,"February. 11, 2017",U-DEC,3,5:00
Anderson Silva,Daniel Cormier,loss,0 0,17 33,0 3,0 0,UFC 200: Tate vs Nunes,"July. 9, 2016",U-DEC,3,5:00
Anderson Silva,Michael Bisping,loss,1 1,75 108,0 0,0 0,UFC Fight Night: Silva vs Bisping,"February. 27, 2016",U-DEC,5,5:00
Anderson Silva,Nick Diaz,nc,0 0,108 77,0 0,0 0,UFC 183: Silva vs Diaz,"January. 31, 2015",Overturned,5,5:00
Anderson Silva,Chris Weidman,loss,0 1,8 20,0 1,0 1,UFC 168: Weidman vs Silva 2,,KO/TKO,2,1:16
Anderson Silva,Chris Weidman,loss,0 1,14 16,0 1,0 2,UFC 162: Silva vs Weidman,,KO/TKO Punch,2,1:18
Anderson Silva,Stephan Bonnar,win,1 0,19 12,0 0,0 0,UFC 153: Silva vs Bonnar,"October. 13, 2012",KO/TKO Knee,1,4:40
Anderson Silva,Chael Sonnen,win,1 0,15 22,0 1,0 0,UFC 148: Silva vs Sonnen 2,,KO/TKO Punch,2,1:55
Anderson Silva,Yushin Okami,win,2 0,43 16,0 0,0 0,UFC 134: Silva vs Okami,,KO/TKO Punches,2,2:04
Anderson Silva,Vitor Belfort,win,1 0,6 6,0 0,0 0,UFC 126: Silva vs Belfort,,KO/TKO Kick,1,3:25
Anderson Silva,Chael Sonnen,win,0 0,29 89,1 3,3 1,UFC 117: Silva vs Sonnen,,SUB Triangle Armbar,5,3:10
Anderson Silva,Demian Maia,win,1 0,61 10,0 0,0 0,UFC 112: Invincible,,U-DEC,5,5:00
Anderson Silva,Forrest Griffin,win,3 0,13 3,0 0,0 0,UFC 101: Declaration,"August. 8, 2009",KO/TKO Punch,1,3:23
Anderson Silva,Thales Leites,win,0 0,94 10,0 1,0 0,UFC 97: Redemption,,U-DEC,5,5:00
Anderson Silva,Patrick Cote,win,0 0,29 16,1 0,0 0,UFC 90: Silva vs Cote,,KO/TKO,3,0:39
Anderson Silva,James Irvin,win,1 0,13 0,0 0,0 0,UFC: Silva vs Irvin,"July. 19, 2008",KO/TKO Punch,1,1:01
