reach_diff,age_diff,height_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,wins_total_diff,losses_total_diff,target
15.240000000000007,6.0,10.159999999999997,-6.9799999999999995,-11.16,0.1699999999999999,0.04,3.39,0.45,-0.3399999999999999,0.0,7,2,1
12.699999999999989,-5.0,5.0800000000000125,-1.0,-2.58,0.05,0.0599999999999999,0.6499999999999999,0.5900000000000001,0.05,-0.0999999999999999,3,-1,1
7.6200000000000045,0.0,-2.5400000000000205,2.1399999999999997,-0.91,0.0999999999999999,0.0299999999999999,-0.55,0.1499999999999999,0.2199999999999999,-1.1,-1,-5,1
2.5400000000000205,1.0,-2.5400000000000205,2.38,4.41,-0.0499999999999999,-0.0799999999999999,0.5,0.33,0.0999999999999999,0.0,-2,2,0
-7.6200000000000045,0.0,-5.0800000000000125,0.4300000000000001,-0.3799999999999999,0.24,-0.0399999999999999,0.4399999999999999,-0.0399999999999999,0.2299999999999999,0.7,-3,-2,0
0.0,3.0,0.0,-0.5800000000000001,-0.4399999999999995,-0.09,0.0699999999999999,-2.15,0.13,0.37,-0.6000000000000001,7,4,0
2.5400000000000205,3.0,2.5400000000000205,0.2999999999999998,-1.5700000000000005,-0.0499999999999999,0.0699999999999999,0.2199999999999999,-0.1099999999999999,-0.05,-0.9000000000000001,6,6,1
17.78,4.0,5.0800000000000125,-0.3599999999999999,-0.91,0.0,0.0,-0.8700000000000001,-0.1999999999999999,0.38,-0.7,19,10,1
2.539999999999992,2.0,-7.619999999999976,-0.2300000000000004,0.91,0.04,0.01,-0.22,-0.25,0.25,-0.1,15,3,1
-5.079999999999984,0.0,2.539999999999992,-1.0399999999999996,0.02,-0.0799999999999999,0.0,-3.73,0.0399999999999999,0.04,0.2,1,3,0
-15.240000000000007,5.0,0.0,-1.5099999999999998,1.0500000000000005,-0.04,-0.0999999999999999,1.5,0.27,-0.12,0.0,5,0,0
-22.860000000000017,-3.0,-12.700000000000015,0.1599999999999992,0.3099999999999996,0.0199999999999999,-0.01,-0.67,-0.52,-0.36,0.0999999999999999,4,6,0
5.079999999999984,-3.0,7.6200000000000045,0.5300000000000002,-1.2199999999999998,-0.1,-0.0899999999999999,0.0,0.0,-1.0,0.0,0,0,0
-10.159999999999997,-3.0,0.0,-0.3800000000000003,0.4700000000000002,0.06,0.03,1.71,0.0999999999999999,0.0499999999999999,-0.8999999999999999,0,1,1
-5.0800000000000125,4.0,-5.0800000000000125,-0.3199999999999998,-0.0300000000000002,0.0299999999999999,0.0899999999999999,-0.25,-0.72,0.3899999999999999,-3.1,-2,1,0
7.6200000000000045,0.0,0.0,0.1900000000000004,-3.0,0.01,0.08,2.01,0.0399999999999999,0.15,0.4,-2,-3,1
7.6200000000000045,0.0,0.0,0.8,-3.2,-0.0499999999999999,0.0299999999999999,-0.07,0.0899999999999999,0.26,-4.4,-3,1,0
-17.78,0.0,-7.6200000000000045,-0.1699999999999999,-0.5800000000000001,0.0,0.1499999999999999,0.56,-0.69,0.29,-0.9,-2,-7,1
0.0,5.0,0.0,-1.96,-1.0799999999999996,0.01,-0.04,1.34,-0.06,-0.07,0.7,14,5,1
